date_close,Date,Returns,Returns_Cumulative
2023-12-31 18:44:59,2023-12-31 18:44:59,-0.0,0.0
2023-12-31 18:59:59,2023-12-31 18:59:59,-0.0,0.0
2023-12-31 19:14:59,2023-12-31 19:14:59,-0.0,0.0
2023-12-31 19:29:59,2023-12-31 19:29:59,-0.0,0.0
2023-12-31 19:44:59,2023-12-31 19:44:59,-0.0,0.0
2023-12-31 19:59:59,2023-12-31 19:59:59,-0.0,0.0
2023-12-31 20:14:59,2023-12-31 20:14:59,-0.0,0.0
2023-12-31 20:29:59,2023-12-31 20:29:59,-0.0,0.0
2023-12-31 20:44:59,2023-12-31 20:44:59,-0.0,0.0
2023-12-31 20:59:59,2023-12-31 20:59:59,-0.0,0.0
2023-12-31 21:14:59,2023-12-31 21:14:59,-0.0,0.0
2023-12-31 21:29:59,2023-12-31 21:29:59,-0.0,0.0
2023-12-31 21:44:59,2023-12-31 21:44:59,-0.0,0.0
2023-12-31 21:59:59,2023-12-31 21:59:59,-0.0,0.0
2023-12-31 22:14:59,2023-12-31 22:14:59,-0.0,0.0
2023-12-31 22:29:59,2023-12-31 22:29:59,-0.0,0.0
2023-12-31 22:44:59,2023-12-31 22:44:59,-0.0,0.0
2023-12-31 22:59:59,2023-12-31 22:59:59,-0.0,0.0
2023-12-31 23:14:59,2023-12-31 23:14:59,-0.0,0.0
2023-12-31 23:29:59,2023-12-31 23:29:59,-0.0,0.0
2023-12-31 23:44:59,2023-12-31 23:44:59,-0.0,0.0
2023-12-31 23:59:59,2023-12-31 23:59:59,-0.0,0.0
2024-01-01 00:14:59,2024-01-01 00:14:59,-0.0,0.0
2024-01-01 00:14:59,2024-01-01 00:14:59,-0.0,0.0
2024-01-01 00:29:59,2024-01-01 00:29:59,-0.0,0.0
2024-01-01 00:44:59,2024-01-01 00:44:59,-0.0,0.0
2024-01-01 00:59:59,2024-01-01 00:59:59,-0.0,0.0
2024-01-01 01:14:59,2024-01-01 01:14:59,-0.0,0.0
2024-01-01 01:29:59,2024-01-01 01:29:59,-0.0,0.0
2024-01-01 01:44:59,2024-01-01 01:44:59,-0.0,0.0
2024-01-01 01:59:59,2024-01-01 01:59:59,-0.0,0.0
2024-01-01 02:14:59,2024-01-01 02:14:59,-0.0,0.0
2024-01-01 02:29:59,2024-01-01 02:29:59,-0.0,0.0
2024-01-01 02:44:59,2024-01-01 02:44:59,-0.0,0.0
2024-01-01 02:59:59,2024-01-01 02:59:59,-0.0,0.0
2024-01-01 03:14:59,2024-01-01 03:14:59,-0.0,0.0
2024-01-01 03:29:59,2024-01-01 03:29:59,-0.0,0.0
2024-01-01 03:44:59,2024-01-01 03:44:59,-0.0,0.0
2024-01-01 03:59:59,2024-01-01 03:59:59,-0.0,0.0
2024-01-01 04:14:59,2024-01-01 04:14:59,-0.0,0.0
2024-01-01 04:29:59,2024-01-01 04:29:59,-0.0,0.0
2024-01-01 04:44:59,2024-01-01 04:44:59,-0.0,0.0
2024-01-01 04:59:59,2024-01-01 04:59:59,-0.0,0.0
2024-01-01 05:14:59,2024-01-01 05:14:59,-0.0,0.0
2024-01-01 05:29:59,2024-01-01 05:29:59,-0.0,0.0
2024-01-01 05:44:59,2024-01-01 05:44:59,-0.0,0.0
2024-01-01 05:59:59,2024-01-01 05:59:59,-0.0,0.0
2024-01-01 06:14:59,2024-01-01 06:14:59,-0.0,0.0
2024-01-01 06:29:59,2024-01-01 06:29:59,-0.0,0.0
2024-01-01 06:44:59,2024-01-01 06:44:59,-0.0,0.0
2024-01-01 06:59:59,2024-01-01 06:59:59,-0.0,0.0
2024-01-01 07:14:59,2024-01-01 07:14:59,-0.0,0.0
2024-01-01 07:29:59,2024-01-01 07:29:59,-0.0,0.0
2024-01-01 07:44:59,2024-01-01 07:44:59,-0.0,0.0
2024-01-01 07:59:59,2024-01-01 07:59:59,-0.0,0.0
2024-01-01 08:14:59,2024-01-01 08:14:59,-0.0,0.0
2024-01-01 08:29:59,2024-01-01 08:29:59,-0.0,0.0
2024-01-01 08:44:59,2024-01-01 08:44:59,-0.0,0.0
2024-01-01 08:59:59,2024-01-01 08:59:59,-0.0,0.0
2024-01-01 09:14:59,2024-01-01 09:14:59,-0.0,0.0
2024-01-01 09:29:59,2024-01-01 09:29:59,-0.0,0.0
2024-01-01 09:44:59,2024-01-01 09:44:59,-0.0,0.0
2024-01-01 09:59:59,2024-01-01 09:59:59,-0.0,0.0
2024-01-01 10:14:59,2024-01-01 10:14:59,-0.0,0.0
2024-01-01 10:29:59,2024-01-01 10:29:59,-0.0,0.0
2024-01-01 10:44:59,2024-01-01 10:44:59,-0.0,0.0
2024-01-01 10:59:59,2024-01-01 10:59:59,-0.0,0.0
2024-01-01 11:14:59,2024-01-01 11:14:59,-0.0,0.0
2024-01-01 11:29:59,2024-01-01 11:29:59,-0.0,0.0
2024-01-01 11:44:59,2024-01-01 11:44:59,-0.0,0.0
2024-01-01 11:59:59,2024-01-01 11:59:59,-0.0,0.0
2024-01-01 12:14:59,2024-01-01 12:14:59,-0.0,0.0
2024-01-01 12:29:59,2024-01-01 12:29:59,-0.0,0.0
2024-01-01 12:44:59,2024-01-01 12:44:59,-0.0,0.0
2024-01-01 12:59:59,2024-01-01 12:59:59,-0.0,0.0
2024-01-01 13:14:59,2024-01-01 13:14:59,-0.0,0.0
2024-01-01 13:29:59,2024-01-01 13:29:59,-0.0,0.0
2024-01-01 13:44:59,2024-01-01 13:44:59,-0.0,0.0
2024-01-01 13:59:59,2024-01-01 13:59:59,-0.0,0.0
2024-01-01 14:14:59,2024-01-01 14:14:59,-0.0,0.0
2024-01-01 14:29:59,2024-01-01 14:29:59,-0.0,0.0
2024-01-01 14:44:59,2024-01-01 14:44:59,-0.0,0.0
2024-01-01 14:59:59,2024-01-01 14:59:59,-0.0,0.0
2024-01-01 15:14:59,2024-01-01 15:14:59,-0.0,0.0
2024-01-01 15:29:59,2024-01-01 15:29:59,-0.0,0.0
2024-01-01 15:44:59,2024-01-01 15:44:59,-0.0,0.0
2024-01-01 15:59:59,2024-01-01 15:59:59,-0.0,0.0
2024-01-01 16:14:59,2024-01-01 16:14:59,-0.0,0.0
2024-01-01 16:29:59,2024-01-01 16:29:59,-0.0,0.0
2024-01-01 16:44:59,2024-01-01 16:44:59,-0.0,0.0
2024-01-01 16:59:59,2024-01-01 16:59:59,-0.0,0.0
2024-01-01 17:14:59,2024-01-01 17:14:59,-0.0,0.0
2024-01-01 17:29:59,2024-01-01 17:29:59,-0.0,0.0
2024-01-01 17:44:59,2024-01-01 17:44:59,-0.0,0.0
2024-01-01 17:59:59,2024-01-01 17:59:59,-0.0,0.0
2024-01-01 18:14:59,2024-01-01 18:14:59,-0.0,0.0
2024-01-01 18:29:59,2024-01-01 18:29:59,-0.0,0.0
2024-01-01 18:44:59,2024-01-01 18:44:59,-0.0,0.0
2024-01-01 18:59:59,2024-01-01 18:59:59,-0.0,0.0
2024-01-01 19:14:59,2024-01-01 19:14:59,-0.0,0.0
2024-01-01 19:29:59,2024-01-01 19:29:59,-0.0,0.0
2024-01-01 19:44:59,2024-01-01 19:44:59,-0.0,0.0
2024-01-01 19:59:59,2024-01-01 19:59:59,-0.0,0.0
2024-01-01 20:14:59,2024-01-01 20:14:59,-0.0,0.0
2024-01-01 20:29:59,2024-01-01 20:29:59,-0.0,0.0
2024-01-01 20:44:59,2024-01-01 20:44:59,-0.0,0.0
2024-01-01 20:59:59,2024-01-01 20:59:59,-0.0,0.0
2024-01-01 21:14:59,2024-01-01 21:14:59,-0.0,0.0
2024-01-01 21:29:59,2024-01-01 21:29:59,-0.0,0.0
2024-01-01 21:44:59,2024-01-01 21:44:59,-0.0,0.0
2024-01-01 21:59:59,2024-01-01 21:59:59,-0.0,0.0
2024-01-01 22:14:59,2024-01-01 22:14:59,-0.0,0.0
2024-01-01 22:29:59,2024-01-01 22:29:59,-0.0,0.0
2024-01-01 22:44:59,2024-01-01 22:44:59,-0.0,0.0
2024-01-01 22:59:59,2024-01-01 22:59:59,-0.0,0.0
2024-01-01 23:14:59,2024-01-01 23:14:59,-0.0,0.0
2024-01-01 23:29:59,2024-01-01 23:29:59,-0.0,0.0
2024-01-01 23:44:59,2024-01-01 23:44:59,-0.0,0.0
2024-01-01 23:59:59,2024-01-01 23:59:59,-0.0,0.0
2024-01-02 00:14:59,2024-01-02 00:14:59,-0.0,0.0
2024-01-02 00:14:59,2024-01-02 00:14:59,-0.0,0.0
2024-01-02 00:29:59,2024-01-02 00:29:59,-0.0,0.0
2024-01-02 00:44:59,2024-01-02 00:44:59,-0.0,0.0
2024-01-02 00:59:59,2024-01-02 00:59:59,-0.0,0.0
2024-01-02 01:14:59,2024-01-02 01:14:59,-0.0,0.0
2024-01-02 01:29:59,2024-01-02 01:29:59,-0.0,0.0
2024-01-02 01:44:59,2024-01-02 01:44:59,-0.0,0.0
2024-01-02 01:59:59,2024-01-02 01:59:59,-0.0,0.0
2024-01-02 02:14:59,2024-01-02 02:14:59,-0.0,0.0
2024-01-02 02:29:59,2024-01-02 02:29:59,-0.0,0.0
2024-01-02 02:44:59,2024-01-02 02:44:59,-0.0,0.0
2024-01-02 02:59:59,2024-01-02 02:59:59,-0.0,0.0
2024-01-02 03:14:59,2024-01-02 03:14:59,-0.0,0.0
2024-01-02 03:29:59,2024-01-02 03:29:59,-0.0,0.0
2024-01-02 03:44:59,2024-01-02 03:44:59,-0.0,0.0
2024-01-02 03:59:59,2024-01-02 03:59:59,-0.0,0.0
2024-01-02 04:14:59,2024-01-02 04:14:59,-0.0,0.0
2024-01-02 04:29:59,2024-01-02 04:29:59,-0.0,0.0
2024-01-02 04:44:59,2024-01-02 04:44:59,-0.0,0.0
2024-01-02 04:59:59,2024-01-02 04:59:59,-0.0,0.0
2024-01-02 05:14:59,2024-01-02 05:14:59,-0.0,0.0
2024-01-02 05:29:59,2024-01-02 05:29:59,-0.0,0.0
2024-01-02 05:44:59,2024-01-02 05:44:59,-0.0,0.0
2024-01-02 05:59:59,2024-01-02 05:59:59,-0.0,0.0
2024-01-02 06:14:59,2024-01-02 06:14:59,-0.0,0.0
2024-01-02 06:29:59,2024-01-02 06:29:59,-0.0,0.0
2024-01-02 06:44:59,2024-01-02 06:44:59,-0.0,0.0
2024-01-02 06:59:59,2024-01-02 06:59:59,-0.0,0.0
2024-01-02 07:14:59,2024-01-02 07:14:59,-0.0,0.0
2024-01-02 07:29:59,2024-01-02 07:29:59,-0.0,0.0
2024-01-02 07:44:59,2024-01-02 07:44:59,-0.0,0.0
2024-01-02 07:59:59,2024-01-02 07:59:59,-0.0,0.0
2024-01-02 08:14:59,2024-01-02 08:14:59,-0.0,0.0
2024-01-02 08:29:59,2024-01-02 08:29:59,-0.0,0.0
2024-01-02 08:44:59,2024-01-02 08:44:59,-0.0,0.0
2024-01-02 08:59:59,2024-01-02 08:59:59,-0.0,0.0
2024-01-02 09:14:59,2024-01-02 09:14:59,-0.0,0.0
2024-01-02 09:29:59,2024-01-02 09:29:59,-0.0,0.0
2024-01-02 09:44:59,2024-01-02 09:44:59,-0.0,0.0
2024-01-02 09:59:59,2024-01-02 09:59:59,-0.0,0.0
2024-01-02 10:14:59,2024-01-02 10:14:59,-0.0,0.0
2024-01-02 10:29:59,2024-01-02 10:29:59,-0.0,0.0
2024-01-02 10:44:59,2024-01-02 10:44:59,-0.0,0.0
2024-01-02 10:59:59,2024-01-02 10:59:59,-0.0,0.0
2024-01-02 11:14:59,2024-01-02 11:14:59,-0.0,0.0
2024-01-02 11:29:59,2024-01-02 11:29:59,-0.0,0.0
2024-01-02 11:44:59,2024-01-02 11:44:59,-0.0,0.0
2024-01-02 11:59:59,2024-01-02 11:59:59,-0.0,0.0
2024-01-02 12:14:59,2024-01-02 12:14:59,-0.0,0.0
2024-01-02 12:29:59,2024-01-02 12:29:59,-0.0,0.0
2024-01-02 12:44:59,2024-01-02 12:44:59,-0.0,0.0
2024-01-02 12:59:59,2024-01-02 12:59:59,-0.0,0.0
2024-01-02 13:14:59,2024-01-02 13:14:59,-0.0,0.0
2024-01-02 13:29:59,2024-01-02 13:29:59,-0.0,0.0
2024-01-02 13:44:59,2024-01-02 13:44:59,-0.0,0.0
2024-01-02 13:59:59,2024-01-02 13:59:59,-0.0,0.0
2024-01-02 14:14:59,2024-01-02 14:14:59,-0.0,0.0
2024-01-02 14:29:59,2024-01-02 14:29:59,-0.0,0.0
2024-01-02 14:44:59,2024-01-02 14:44:59,-0.0,0.0
2024-01-02 14:59:59,2024-01-02 14:59:59,-0.0,0.0
2024-01-02 15:14:59,2024-01-02 15:14:59,-0.0,0.0
2024-01-02 15:29:59,2024-01-02 15:29:59,-0.0,0.0
2024-01-02 15:44:59,2024-01-02 15:44:59,-0.0,0.0
2024-01-02 15:59:59,2024-01-02 15:59:59,-0.0,0.0
2024-01-02 16:14:59,2024-01-02 16:14:59,-0.0,0.0
2024-01-02 16:29:59,2024-01-02 16:29:59,-0.0,0.0
2024-01-02 16:44:59,2024-01-02 16:44:59,-0.0,0.0
2024-01-02 16:59:59,2024-01-02 16:59:59,-0.0,0.0
2024-01-02 17:14:59,2024-01-02 17:14:59,-0.0,0.0
2024-01-02 17:29:59,2024-01-02 17:29:59,-0.0,0.0
2024-01-02 17:44:59,2024-01-02 17:44:59,-0.0,0.0
2024-01-02 17:59:59,2024-01-02 17:59:59,-0.0,0.0
2024-01-02 18:14:59,2024-01-02 18:14:59,-0.0,0.0
2024-01-02 18:29:59,2024-01-02 18:29:59,-0.0,0.0
2024-01-02 18:44:59,2024-01-02 18:44:59,-0.0,0.0
2024-01-02 18:59:59,2024-01-02 18:59:59,-0.0,0.0
2024-01-02 19:14:59,2024-01-02 19:14:59,-0.0,0.0
2024-01-02 19:29:59,2024-01-02 19:29:59,-0.0,0.0
2024-01-02 19:44:59,2024-01-02 19:44:59,-0.0,0.0
2024-01-02 19:59:59,2024-01-02 19:59:59,-0.0,0.0
2024-01-02 20:14:59,2024-01-02 20:14:59,-0.0,0.0
2024-01-02 20:29:59,2024-01-02 20:29:59,-0.0,0.0
2024-01-02 20:44:59,2024-01-02 20:44:59,-0.0,0.0
2024-01-02 20:59:59,2024-01-02 20:59:59,-0.0,0.0
2024-01-02 21:14:59,2024-01-02 21:14:59,-0.0,0.0
2024-01-02 21:29:59,2024-01-02 21:29:59,-0.0,0.0
2024-01-02 21:44:59,2024-01-02 21:44:59,-0.0,0.0
2024-01-02 21:59:59,2024-01-02 21:59:59,-0.0,0.0
2024-01-02 22:14:59,2024-01-02 22:14:59,-0.0,0.0
2024-01-02 22:29:59,2024-01-02 22:29:59,-0.0,0.0
2024-01-02 22:44:59,2024-01-02 22:44:59,-0.0,0.0
2024-01-02 22:59:59,2024-01-02 22:59:59,-0.0,0.0
2024-01-02 23:14:59,2024-01-02 23:14:59,-0.0,0.0
2024-01-02 23:29:59,2024-01-02 23:29:59,-0.0,0.0
2024-01-02 23:44:59,2024-01-02 23:44:59,-0.0,0.0
2024-01-02 23:59:59,2024-01-02 23:59:59,-0.0,0.0
2024-01-03 00:14:59,2024-01-03 00:14:59,-0.0,0.0
2024-01-03 00:14:59,2024-01-03 00:14:59,-0.0,0.0
2024-01-03 00:29:59,2024-01-03 00:29:59,-0.0,0.0
2024-01-03 00:44:59,2024-01-03 00:44:59,-0.0,0.0
2024-01-03 00:59:59,2024-01-03 00:59:59,-0.0,0.0
2024-01-03 01:14:59,2024-01-03 01:14:59,-0.0,0.0
2024-01-03 01:29:59,2024-01-03 01:29:59,-0.0,0.0
2024-01-03 01:44:59,2024-01-03 01:44:59,-0.0,0.0
2024-01-03 01:59:59,2024-01-03 01:59:59,-0.0,0.0
2024-01-03 02:14:59,2024-01-03 02:14:59,-0.0,0.0
2024-01-03 02:29:59,2024-01-03 02:29:59,-0.0,0.0
2024-01-03 02:44:59,2024-01-03 02:44:59,-0.0,0.0
2024-01-03 02:59:59,2024-01-03 02:59:59,-0.0,0.0
2024-01-03 03:14:59,2024-01-03 03:14:59,-0.0,0.0
2024-01-03 03:29:59,2024-01-03 03:29:59,-0.0,0.0
2024-01-03 03:44:59,2024-01-03 03:44:59,-0.0,0.0
2024-01-03 03:59:59,2024-01-03 03:59:59,-0.0,0.0
2024-01-03 04:14:59,2024-01-03 04:14:59,-0.0,0.0
2024-01-03 04:29:59,2024-01-03 04:29:59,-0.0,0.0
2024-01-03 04:44:59,2024-01-03 04:44:59,-0.0,0.0
2024-01-03 04:59:59,2024-01-03 04:59:59,-0.0,0.0
2024-01-03 05:14:59,2024-01-03 05:14:59,-0.0,0.0
2024-01-03 05:29:59,2024-01-03 05:29:59,-0.0,0.0
2024-01-03 05:44:59,2024-01-03 05:44:59,-0.0,0.0
2024-01-03 05:59:59,2024-01-03 05:59:59,-0.0,0.0
2024-01-03 06:14:59,2024-01-03 06:14:59,-0.0,0.0
2024-01-03 06:29:59,2024-01-03 06:29:59,-0.0,0.0
2024-01-03 06:44:59,2024-01-03 06:44:59,-0.0,0.0
2024-01-03 06:59:59,2024-01-03 06:59:59,-0.0,0.0
2024-01-03 07:14:59,2024-01-03 07:14:59,-0.0,0.0
2024-01-03 07:29:59,2024-01-03 07:29:59,-0.0,0.0
2024-01-03 07:44:59,2024-01-03 07:44:59,-0.0,0.0
2024-01-03 07:59:59,2024-01-03 07:59:59,-0.0,0.0
2024-01-03 08:14:59,2024-01-03 08:14:59,-0.0,0.0
2024-01-03 08:29:59,2024-01-03 08:29:59,-0.0,0.0
2024-01-03 08:44:59,2024-01-03 08:44:59,-0.0,0.0
2024-01-03 08:59:59,2024-01-03 08:59:59,-0.0,0.0
2024-01-03 09:14:59,2024-01-03 09:14:59,-0.0,0.0
2024-01-03 09:29:59,2024-01-03 09:29:59,-0.0,0.0
2024-01-03 09:44:59,2024-01-03 09:44:59,-0.0,0.0
2024-01-03 09:59:59,2024-01-03 09:59:59,-0.0,0.0
2024-01-03 10:14:59,2024-01-03 10:14:59,-0.0,0.0
2024-01-03 10:29:59,2024-01-03 10:29:59,-0.0,0.0
2024-01-03 10:44:59,2024-01-03 10:44:59,-0.0,0.0
2024-01-03 10:59:59,2024-01-03 10:59:59,-0.0,0.0
2024-01-03 11:14:59,2024-01-03 11:14:59,-0.0,0.0
2024-01-03 11:29:59,2024-01-03 11:29:59,-0.0,0.0
2024-01-03 11:44:59,2024-01-03 11:44:59,-0.0,0.0
2024-01-03 11:59:59,2024-01-03 11:59:59,-0.0,0.0
2024-01-03 12:14:59,2024-01-03 12:14:59,0.0,0.0
2024-01-03 12:29:59,2024-01-03 12:29:59,0.0,0.0
2024-01-03 12:44:59,2024-01-03 12:44:59,0.0,0.0
2024-01-03 12:59:59,2024-01-03 12:59:59,0.0,0.0
2024-01-03 13:14:59,2024-01-03 13:14:59,0.0,0.0
2024-01-03 13:29:59,2024-01-03 13:29:59,0.0,0.0
2024-01-03 13:44:59,2024-01-03 13:44:59,0.0,0.0
2024-01-03 13:59:59,2024-01-03 13:59:59,0.0,0.0
2024-01-03 14:14:59,2024-01-03 14:14:59,0.0,0.0
2024-01-03 14:29:59,2024-01-03 14:29:59,0.0,0.0
2024-01-03 14:44:59,2024-01-03 14:44:59,0.0,0.0
2024-01-03 14:59:59,2024-01-03 14:59:59,0.0,0.0
2024-01-03 15:14:59,2024-01-03 15:14:59,0.0,0.0
2024-01-03 15:29:59,2024-01-03 15:29:59,0.0,0.0
2024-01-03 15:44:59,2024-01-03 15:44:59,0.0,0.0
2024-01-03 15:59:59,2024-01-03 15:59:59,-0.0,0.0
2024-01-03 16:14:59,2024-01-03 16:14:59,0.0,0.0
2024-01-03 16:29:59,2024-01-03 16:29:59,0.0,0.0
2024-01-03 16:44:59,2024-01-03 16:44:59,0.0,0.0
2024-01-03 16:59:59,2024-01-03 16:59:59,0.0,0.0
2024-01-03 17:14:59,2024-01-03 17:14:59,0.0,0.0
2024-01-03 17:29:59,2024-01-03 17:29:59,0.0,0.0
2024-01-03 17:44:59,2024-01-03 17:44:59,0.0,0.0
2024-01-03 17:59:59,2024-01-03 17:59:59,0.0,0.0
2024-01-03 18:14:59,2024-01-03 18:14:59,0.0,0.0
2024-01-03 18:29:59,2024-01-03 18:29:59,0.0,0.0
2024-01-03 18:44:59,2024-01-03 18:44:59,0.0,0.0
2024-01-03 18:59:59,2024-01-03 18:59:59,0.0,0.0
2024-01-03 19:14:59,2024-01-03 19:14:59,0.0,0.0
2024-01-03 19:29:59,2024-01-03 19:29:59,0.0,0.0
2024-01-03 19:44:59,2024-01-03 19:44:59,0.0,0.0
2024-01-03 19:59:59,2024-01-03 19:59:59,0.0,0.0
2024-01-03 20:14:59,2024-01-03 20:14:59,0.0,0.0
2024-01-03 20:29:59,2024-01-03 20:29:59,0.0,0.0
2024-01-03 20:44:59,2024-01-03 20:44:59,0.0,0.0
2024-01-03 20:59:59,2024-01-03 20:59:59,0.0,0.0
2024-01-03 21:14:59,2024-01-03 21:14:59,0.0,0.0
2024-01-03 21:29:59,2024-01-03 21:29:59,0.0,0.0
2024-01-03 21:44:59,2024-01-03 21:44:59,0.0,0.0
2024-01-03 21:59:59,2024-01-03 21:59:59,0.0,0.0
2024-01-03 22:14:59,2024-01-03 22:14:59,0.0,0.0
2024-01-03 22:29:59,2024-01-03 22:29:59,0.0,0.0
2024-01-03 22:44:59,2024-01-03 22:44:59,0.0,0.0
2024-01-03 22:59:59,2024-01-03 22:59:59,0.0,0.0
2024-01-03 23:14:59,2024-01-03 23:14:59,0.0,0.0
2024-01-03 23:29:59,2024-01-03 23:29:59,0.0,0.0
2024-01-03 23:44:59,2024-01-03 23:44:59,0.0,0.0
2024-01-03 23:59:59,2024-01-03 23:59:59,0.0,0.0
2024-01-04 00:14:59,2024-01-04 00:14:59,0.0,0.0
2024-01-04 00:14:59,2024-01-04 00:14:59,0.0,0.0
2024-01-04 00:29:59,2024-01-04 00:29:59,0.0,0.0
2024-01-04 00:44:59,2024-01-04 00:44:59,0.0,0.0
2024-01-04 00:59:59,2024-01-04 00:59:59,0.0,0.0
2024-01-04 01:14:59,2024-01-04 01:14:59,0.0,0.0
2024-01-04 01:29:59,2024-01-04 01:29:59,0.0,0.0
2024-01-04 01:44:59,2024-01-04 01:44:59,0.0,0.0
2024-01-04 01:59:59,2024-01-04 01:59:59,0.0,0.0
2024-01-04 02:14:59,2024-01-04 02:14:59,0.0,0.0
2024-01-04 02:29:59,2024-01-04 02:29:59,0.0,0.0
2024-01-04 02:44:59,2024-01-04 02:44:59,0.0,0.0
2024-01-04 02:59:59,2024-01-04 02:59:59,0.0,0.0
2024-01-04 03:14:59,2024-01-04 03:14:59,-0.0,0.0
